id,creditPoint,lessonCode,lessonName
663,3.0,POLI130002,当代国际关系
664,3.0,MANA130028,财务会计
665,3.0,330.020.1,半导体物理C
666,2.0,321.045.1,科技英语B
667,6.0,FORE130075.01,日语III(下)
668,1.0,356.155.1.01,组织工程与动物克隆
669,2.0,ENGL110044.28,大学英语II
670,2.5,MED130006.04,免疫学C
671,4.0,INFO130035.01,通信原理A
672,1.0,PEDU110017.17,足球(一)(男)
673,2.0,144.001.1,大分子与生命
674,3.0,221.012.1,计算机软件基础
675,2.0,312.056.2,翻译法语下
676,2.5,356.112.1,免疫学
677,2.0,317.093.1,《四书》与中国古典政治
678,3.0,MANA130035.01,中级财务会计(下)
679,2.0,MANA110015.02,应用统计学
680,2.0,212.051.2,韩国语视听说I(下)
681,2.0,360.008.1.01,社会实践
682,2.0,PHAR130040.01,生物药剂学
683,3.0,331.115.1.02,专业实验
684,2.0,313.066.1,体育摄影
685,4.0,103.001.2,大学英语(二)
686,3.0,SOCI130029.01,实验心理学(下)
687,1.0,PEDU110078.07,排球
688,2.0,329.003.1,流体力学实验
689,2.0,FORE130028.01,实习调查
690,2.0,MED130031.03,皮肤病学B
691,3.0,313.004.1,政策研究专题
692,2.0,PHIL110015,人生哲学
693,4.0,MED130014.07,药理学C
694,2.0,358.022.1,药物分析II
695,2.0,CHIN130164.01,实验语音学
696,2.0,216.009.1,现代化理论研究
697,2.0,311.006.1,古代作家专题研究
698,1.0,PHPM110005.01,法医毒理
699,2.0,172.005.1,UNIX操作系统基础与SHELL编程
700,1.0,212.053.1,韩国语视听说III(上)
701,5.0,218.123.1.05,高等代数Ⅰ
702,4.0,111.007.2,留学生专业汉语(二)
703,4.0,356.002.1,影像诊断学
704,2.0,MECH130034.01,空气动力学
705,2.0,322.012.1.01,分离分析化学
706,3.0,325.007.1,新产品研究与开发
707,2.0,316.006.2,专业英语(哲学)(下)
708,2.0,PHYS130054.02,设计性研究性物理实验II
709,2.0,MECH130085.01,涡量与涡动力学基础
710,3.0,234.008.1,中国社会思想史
711,2.0,129.004.1,力学与工程科学概论
712,3.0,361.018.1.01,专业实践与生产实习(上)
713,3.0,227.017.1,律师实务
714,5.5,356.001.1.02,诊断学
715,4.0,FORE130003.04,中级英语(上)
716,4.0,0095.3.4,英语精读C(四)
717,2.0,134.010.1,社会调查与研究
718,2.0,PHIL130011,逻辑学导论
719,2.0,POLI130035.02,专业英语(国际政治)(二)
720,8.0,FORE130110.01,基础韩国语(上)
721,3.0,372.096.1.01,模拟集成电路设计原理
722,2.5,356.013.1.01,传染病学
723,2.0,INFO110011.01,多媒体技术初步
724,1.5,MED130173,临床诊断基本技术操作
725,2.0,PHIL130114.01,宗教心理学
726,3.0,ECON120003.12,宏观经济学A
727,2.0,313.164.1,深度报道
728,4.0,PHYS120002.06,大学物理（下）
729,2.0,FORE130233,日语影视
730,4.0,356.107.1,生理学
731,2.5,MED130063.01,医学实验动物学
732,3.0,BIOL120001.01,现代生物科学导论
733,1.0,358.124.1.01,手性药物与手性合成反应研究
734,6.0,MATH130015.24,毕业论文(含专题讨论)
735,2.0,212.025.1,日语写作II
736,2.0,104.013.1,交响音乐赏析
737,5.0,MATH120008.07,数学分析Ⅰ
738,3.0,MATH130005.01,抽象代数
739,2.0,MED130137.01,新发传染病
740,3.0,321.046.1,电子系统设计
741,4.0,370.042.1,生物学实验
742,2.0,POLI130063.01,国际组织
743,3.5,MED130007.06,微生物学C
744,2.0,INFO130021.01,计算机软件基础
745,3.0,PTSS110054.08,马克思主义基础原理概论
746,2.0,HIST130135,古希腊神话
747,2.0,ENGL110025.01,英美报刊选读
748,2.0,CHIN120004,四大古典小说解读
749,2.0,113.008.1,传播学概论
750,3.0,330.008.1,薄膜技术
751,2.0,PTSS110008.09,中国近现代史纲要
752,3.0,HIST130107.01,古希腊语(下)
753,1.0,PEDU110034.13,木兰扇
754,4.0,ICES110002.01,留学生高级汉语II
755,5.0,MATH120002.06,高等数学A(下）
756,3.0,MANA130021,回归分析
757,2.0,313.169.1,视觉传播
758,2.0,PHIL130028,科学哲学
759,4.0,MANA130017.04,毕业论文
760,2.0,269.035.1.01,跨国公司管理
761,2.0,311.315.1,沈从文精读
762,2.0,319.038.1,物理CAI课件设计I
763,3.0,NURS130003.01,护理学基础（上）
764,2.0,340.008.1,公司财务分析
765,2.0,CHEM130002.01,分析化学AⅡ
766,3.5,PHPM130012.01,环境卫生学
767,1.0,COMP130001.02,程序设计实习
768,2.0,PHIL130048.01,逻辑哲学
769,2.5,MED130109,传染病学B
770,3.0,SOCI130033.01,心理统计学
771,3.0,INFO110001.03,计算机网络与多媒体
772,2.0,BIOL130060,基因工程
773,2.0,316.110.1.01,宋元明清哲学
774,2.0,INFO130110.01,铁电材料与器件
775,2.0,0231.1.1,中国移民史
776,3.0,333.010.1,国际营销学
777,2.0,314.239.2.01,日本史(下)
778,0.0,103.002.4,大学英语国家四级
779,3.0,219.013.1.01,电动力学
780,3.0,341.012.1,期权与期货
781,2.0,169.003.1,国际商务概论
782,1.0,NDEC110002,军事理论
783,3.0,327.014.1,国际金融法
784,4.0,356.245.1.01,外科学
785,4.0,365.902.1,社会实践
786,2.0,FINE110002.01,交响音乐赏析
787,2.0,PHPM130033.01,卫生人力规划
788,3.0,313.003.1,中国现当代文学
789,2.0,CHEM130046.01,工业化学
790,2.0,SOFT130028.01,软件实践
791,3.0,318.027.1,变分法与积分方程
792,2.0,313.176.1,网络传播基础
793,3.0,PHAR130044.01,药物合成反应
794,4.0,340.029.1,国金系实习调查
795,1.5,356.149.1,医学昆虫学
796,3.0,JOUR130034.01,新闻业务通论
797,2.0,FINE110019.01,声乐基本原理及技法
798,2.0,317.030.1,领导科学
799,3.0,313.071.1,微观经济学
800,3.0,MANA130031.01,国际财务管理
801,3.0,332.007.1,应用多元分析
802,2.0,319.051.1,计算凝集态物理
803,2.0,SOCI130041,人口社会学
804,2.0,FORE130218.01,德语专门语(经贸，科技)
805,1.0,1199.1.1,动物学实验
806,2.0,311.225.1,《四库提要》精读
807,10.0,212.066.1,基础法语(上)
808,8.0,FORE130112.01,中级韩国语(上)
809,2.0,PTSS110017.02,生命伦理学
810,4.0,313.226.1.01,教学大实习
811,3.0,0972.1.1,微机原理及操作
812,2.0,PHIL130017.01,基督教史
813,2.0,CHIN110013.01,汉语写作
814,2.0,PTSS110039,国际贸易争端
815,3.0,318.168.1,随机控制基础
816,3.0,317.080.1,公共政策概论
817,1.0,PHAR110012.01,医药微生物学
818,2.0,JOUR130031,新闻传播前沿讲座
819,2.0,329.148.1,程序设计Ⅰ
820,3.0,217.010.1.01,政府经济学
821,2.0,319.002.1,结构与物性
822,2.0,101.068.1,中国陶瓷文化与艺术
823,4.0,372.015.1.01,半导体器件原理
824,3.0,234.006.1,城市社会学
825,3.0,321.002.1,数字信号处理
826,2.0,212.013.2.02,英语写作II(下)
827,3.0,216.001.1,哲学概论
828,2.0,SOCI130089.01,健康心理学
829,1.0,MUSE130008.01,学年论文
830,1.0,PEDU110052.04,剑术
831,2.0,MED130099.01,免疫工程
832,3.0,MANA110045.01,商务研究方法
833,2.0,312.074.1,中法文化交流史
834,2.0,CHEM130003.01,无机化学和化学分析实验Ⅰ
835,2.5,MED130058.02,妇产科学C
836,3.0,MED130041.02,免疫学B
837,2.0,HIST130123.01,17－19世纪的美国
838,1.5,PHPM130057.03,预防医学（下）
839,5.0,PHAR130003.01,物理化学
840,3.0,421.001.1,电子学方法A
841,2.0,358.100.1,新药研发与上市管理
842,2.0,317.053.1,西欧政治与经济
843,2.0,156.019.1.01,免疫工程
844,3.0,INFO130008.05,微机与接口实验
845,3.0,349.005.1,计算机网络(英)
846,3.0,315.031.1,产业经济学
847,2.0,CHEM130025.01,综合化学实验II
848,2.0,JOUR130068.01,财经报道
849,3.0,322.902.3,学期论文
850,2.0,SOFT130059.01,面向对象程序设计
851,2.0,600.032.1,金融投资学
852,1.0,157.009.1,食物营养与健康
853,3.0,218.122.1,线性代数
854,3.0,POLI120002.01,国际关系导论
855,6.0,314.175.1,毕业论文
856,2.0,169.017.1.01,管理经济学
857,2.0,314.065.1,文艺复兴史
858,2.0,104.003.1,中国画与西洋画
859,3.0,334.125.1,实验心理学(上)
860,3.0,356.124.1.04,病理生理学
861,2.0,104.025.1,校园歌曲赏析和创作
862,3.0,INFO120007.02,线性代数
863,5.0,221.013.2,模拟电子线路(下)
864,3.0,504.001.1,绘画基础
865,3.0,217.010.1,政府经济学
866,2.0,LAWS110002,法治的理论与实践
867,3.0,MANA130073.01,供应链管理
868,2.0,356.226.1.01,免疫工程
869,3.0,224.015.1,微型机系统与接口
870,2.0,169.024.1,金融工程导论
871,2.0,314.174.1,西方艺术史
872,4.0,124.011.1,C程序设计与数据结构
873,3.0,POLI130027,国际政治经济学
874,2.0,311.042.1,中国现代文艺思潮论
875,3.0,BIOL130027.01,发育生物学B
876,3.0,219.006.2,普通物理实验(中)
877,3.0,214.012.1,旅游资源学
878,3.0,101.003.1,邓小平理论
879,4.0,PHYS120001.09,大学物理（上）
880,2.0,604.007.1,绘画基础
881,5.0,227.004.1,刑法
882,2.0,BIOL130071.01,药物分析方法与应用
883,1.0,MACR130005.01,生产实习
884,2.0,PHIL119027.01,《查拉图斯特拉如是说》导读
885,3.0,216.006.2,中国哲学史(下)
886,1.0,PEDU110035.03,体育舞蹈(一)(男)
887,2.0,FORE130109.01,俄语报刊
888,3.0,372.118.1,数据库引论
889,3.0,234.001.1,社会学概论
890,2.0,311.230.1,《中国话的文法》精读
891,4.0,272.001.1,程序设计
892,2.0,313.032.1,新闻法规与新闻道德
893,4.0,419.012.1,力学B
894,3.0,313.072.1,宏观经济学
895,2.0,358.080.1.01,生物药剂学
896,4.0,419.013.1,电磁学B
897,2.0,CHEM130058.01,学期论文（二）
898,2.0,JOUR130027.01,中外广播电视发展史
899,3.0,214.004.1,中国史学史
900,4.0,ENGL110002.18,大学英语II
901,3.0,ECON130005.01,财政学
902,2.0,FORE130263.01,日本社会与文化(三井课程)
903,2.0,250.002.1.01,旅游经济学
904,3.0,321.020.1,微波技术与电路
905,2.0,329.185.1,交通流体力学
906,2.0,PHYS120010.01,大学物理实验
907,2.0,CHIN130046.01,商人与文学
908,3.0,BIOL110007.01,普通生物学实验
909,4.0,103.015.2.12,大学英语II
910,1.0,PEDU110033.04,木兰拳
911,3.0,ECON130064.02,博弈论
912,2.0,214.005.1,西方史学史
913,2.0,INFO130161.01,中文信息处理
914,1.0,PEDU110028.04,羽毛球(二)(女)
915,3.0,340.040.1,投资学原理
916,4.0,ENGL110002.06,大学英语II
917,3.0,329.105.1,工程制图与CAD基础
918,2.0,0621.1.1,外国社会文化风俗
919,2.0,FORE130018.02,英语听说II(上)
920,12.0,MED130120.02,外科实习
921,2.0,MUSE119001.01,文物赏析与体验
922,3.0,TOUR130002,财务管理
923,2.0,HIST120008.01,中华人民共和国专题研究
924,2.0,339.031.1,艺术管理
925,2.0,312.028.3,翻译日语下
926,3.0,MANA130022.01,时间序列分析
927,1.0,PEDU110054.02,防身术
928,2.0,CHIN130154.01,《马氏文通》精读
929,4.0,ENGL110003.44,大学英语III
930,2.0,CHIN120003.02,美学
931,3.0,ECON130030,金融市场学
932,4.0,PHYS120001,大学物理（上）
933,2.0,CHEM130006.03,仪器分析和物理化学实验A中
934,3.0,INFO130158.01,数字图象处理A
935,2.0,311.076.1,少数民族语言概论
936,2.0,269.016.1,组织行为学
937,3.0,ECON130028,公司财务学
938,2.0,311.044.1,当代西方文论
939,1.0,2006.1.1,形势与任务
940,2.0,125.003.1,管理学基础
941,2.0,600.004.1,摄影技术提高
942,3.0,358.078.1.01,药剂学II
943,3.0,358.026.1,临床药理学
944,3.0,INFO110003.05,C程序设计
945,5.0,269.005.1,程序设计基础(学分5)
946,2.0,CHIN130159.01,汉语词汇学
947,3.0,INFO130062.02,数据通信与计算机网络
948,3.0,330.017.1,电子材料实验
949,4.0,FORE130002.03,基础英语(下)
950,2.0,ENGL110026,大学英语应用文写作
951,2.0,FORE130203,莎士比亚选读
952,2.0,FORE110006.01,英语文学选读
953,3.0,ECON130120.01,财产保险
954,3.0,244.001.1,高分子化学A
955,2.0,ENGL110043.03,英语口译
956,3.0,ECON120003.09,宏观经济学A
957,2.0,347.034.1.01,企业家精神与创业
958,4.0,ENGL110003.26,大学英语III
959,2.0,PHYS110010.01,物理量与人类生命
960,1.0,224.016.1,电路基础实验(上)
961,5.0,218.101.1,高等数学A（上）
962,5.0,PHAR130010.01,药理学
963,3.0,342.040.1,高级财务会计
964,3.0,CHEM130014,物理化学AⅢ
965,6.0,1396.1.4,日语精读(四)
966,2.0,322.008.1,无机合成化学
967,2.0,321.022.1,机械制图B
968,2.0,370.017.1,细胞与分子辐射生物学
969,3.0,MATH130036.01,计算方法
970,1.0,COMP110003.09,计算机网络与网页制作
971,3.0,419.009.2,普通物理实验B(下)
972,2.0,322.019.1,有机合成及反应机理
973,2.0,157.025.1,健康未来学
974,3.0,MATH130012.01,数理方程
975,3.0,213.009.1,电视编辑
976,2.0,129.010.1,力学实验技术与工程应用
977,3.5,356.014.1.03,眼耳鼻喉科
978,2.0,356.255.1.01,康复医学
979,4.0,ENGL110002.11,大学英语II
980,3.0,269.002.1,线性代数
981,3.0,325.065.1,供应链管理
982,3.5,MED130003.07,组织胚胎学B
983,3.0,372.101.1.03,软件工程
984,1.0,PEDU110033.17,木兰拳
985,5.5,224.010.1,计算机组成与汇编
986,1.0,FORE130039.01,德语视听I(上)
987,2.0,MANA120022.01,产业经济学概论
988,2.0,212.024.2,日语写作I下
989,3.0,INFO110002.07,计算机网络与数据库
990,2.5,383.002.1,医学文献检索与利用
991,2.0,MECH130007.01,材料力学Ⅰ
992,3.0,PTSS110054.04,马克思主义基础原理概论
993,3.0,370.009.1,微生物遗传学
994,4.0,ENGL110002.29,大学英语II
995,2.0,357.110.1.01,社会实践
996,6.0,342.017.1,会计系毕业论文
997,2.0,219.125.1.06,普通物理实验
998,3.0,ECON130006.02,计量经济学
999,2.0,SOCI110004.01,市场调研与预测
1000,1.5,356.141.1,医学心理学
1001,2.0,311.188.1,语言风格学研究
1002,2.0,POLI110002.01,企业文化建设导论
1003,2.0,FINE110001.02,影视剧艺术
1004,2.0,PHIL130039,中国哲学原著导读
1005,2.0,CHIN130017.01,《文心雕龙》精读
1006,1.0,PEDU110033.07,木兰拳
1007,3.0,INFO130005.05,模拟与数字电路实验(上)
1008,3.0,CHEM130013.01,物理化学AⅡ
1009,2.0,317.025.1,德育课教法研究
1010,3.0,LAWS120002.01,国际法
1011,2.0,130.004.1,生物医用材料
1012,7.0,FORE130073,日语II(下)
1013,2.0,372.104.1,软件体系结构
1014,4.0,234.004.1,社会统计学
1015,3.0,BIOL130046,生物信息学
1016,2.0,BIOL119005.04,生命进化论
1017,3.5,MED130049.02,诊断学B
1018,3.0,234.038.1,社会工作研究方法
1019,2.0,ENVI119002.01,环境与人类
1020,3.0,330.019.1,材料分析
1021,3.0,211.007.3,中国古代文学史(下)
1022,2.0,403.002.2,英语听说(二)
1023,3.0,216.005.1,西方哲学史(上)
1024,2.0,JOUR110006.01,专业汉语(上)
1025,1.0,PEDU110022.01,乒乓球(二)(男)
1026,1.0,102.246.1,综合体育(女)
1027,3.0,234.005.1,经济社会学
1028,3.0,269.028.1.02,管理决策与计算机方法
1029,3.0,SOCI120003.02,社会工作导论
1030,2.0,HIST130025,中国文化地理
1031,2.0,FORE110035.01,墨西哥的文化，社会和经济
1032,3.0,319.004.1,半导体物理A
1033,3.0,MANA130039.01,高级财务会计
1034,6.0,212.005.2,中级英语(下)
1035,2.0,FORE130010.02,英语写作II(下)
1036,2.0,BIOL119003.01,人类医学遗传学
1037,2.0,317.009.4,专业英语(政治学)(四)
1038,6.0,218.120.1,毕业论文
1039,3.0,141.006.1,中国当代经济政策及其理论
1040,2.0,212.092.2.04,英语听说I(下)
1041,3.0,INFO130057.01,算法设计与分析
1042,1.0,PEDU110108.03,艺术体操
1043,2.0,613.006.1,大众传播学
1044,2.0,314.087.1,旅游心理学
1045,3.0,330.026.1,集成电路的分析与设计
1046,2.0,311.285.1,中外作家研究
1047,3.0,PHYS120009.01,大学物理
1048,2.0,JOUR130121.01,收视率与调查分析
1049,2.0,CHIN130178,汉语语音史
1050,4.0,1349.1.2,离散数学(下)
1051,1.0,358.073.1,医药情报学
1052,1.0,PEDU110078.22,排球
1053,2.0,312.091.2,韩国文学选读下
1054,2.0,MANA110018.02,创新与创业
1055,2.0,LAWS130046,外国刑事诉讼法
1056,8.0,329.054.1,应用力学专业毕业论文
1057,2.0,POLI130099,东亚政治概论
1058,3.0,MATE130019.01,真空物理与技术
1059,1.0,FORE130058.01,法语会话
1060,3.0,318.051.1,矩阵论
1061,2.0,216.027.1.02,哲学原典导读
1062,5.0,224.006.1,算法与数据结构
1063,8.0,NURS130005.01,内科护理学
1064,6.0,318.171.1.08,毕业论文(含专题讨论)
1065,2.0,PHIL130132.01,《汉书》
1066,3.0,331.115.1.01,专业实验
1067,2.0,104.018.1,语言表达与口才
1068,2.0,CHIN130016.01,《史记》精读
1069,2.0,POLI130034.02,专业英语(国际政治)(一)
1070,4.0,PHYS120001.01,大学物理（上）
1071,2.0,ENVI119001.01,可持续发展
1072,1.0,PEDU110077.05,网球
1073,2.0,322.901.3.01,今日化学
1074,2.0,268.001.4,英语听力(四)
1075,2.0,313.096.1,当代世界广播电视
1076,2.0,MANA130153.01,人力资源管理
1077,3.0,347.003.1,国际金融理论与实务(英)
1078,2.0,212.003.1,西方文化
1079,3.0,331.005.1,电光源专业实验
1080,2.0,317.092.1,发展政治学
1081,2.0,372.197.1.01,电子学创意实验
1082,2.0,ENVI130033,环境材料导论
1083,2.0,250.015.1,旅游文化学
1084,2.0,PHIL119026.01,康德《纯粹理性批判》精读
1085,3.0,MANA130006.05,营销管理
1086,3.0,INFO130008.01,微机与接口实验
1087,2.0,312.056.1,翻译法语上
1088,4.0,ILLU130003.01,工业自动控制技术
1089,2.0,170.131.1.01,生物技术在人类生活中的应用
1090,1.0,PEDU110021.08,乒乓球(一)(男)
1091,1.0,MED130080.04,分子医学导论
1092,2.0,317.026.1,社会思潮与青年教育
1093,2.0,ECON130014.01,财经英语(二)
1094,2.0,311.004.1,中国文学批评史(上)
1095,4.0,MED130096.02,早期科研能力培训
1096,1.0,PEDU110107.09,健美操
1097,2.0,334.004.1,社会流动与分层
1098,2.0,LAWS130035.01,比较宪法
1099,2.0,335.042.1.01,文物修复
1100,3.0,ECON130022,货币经济学
1101,1.0,PEDU110018.06,足球(二)(男)
1102,1.0,FORE130139.01,古汉语选读(上)
1103,2.5,356.188.1.06,实验动物学
1104,2.0,MECH130030.01,自动控制原理
1105,2.0,FORE130090,日本概况
1106,4.0,222.007.1,物理化学A(上)
1107,1.5,270.010.1.01,微生物学实验
1108,1.0,301.001.1.01,医学伦理学
1109,3.0,INFO130008.04,微机与接口实验
1110,2.0,CHEM130011.01,合成化学实验(下)
1111,2.0,HIST130052,中国近现代城市史
1112,2.0,321.013.1,半导体材料
1113,3.0,327.044.1.01,法律实务
1114,3.0,INFO130006.05,模拟与数字电路实验(下)
1115,2.0,ENGL110041,英语写作
1116,2.0,170.110.1.01,营养与健康
1117,2.0,119.008.1,环境心理物理学
1118,2.0,BIOL130064,微生物分子遗传学
1119,8.0,330.028.1,材料系毕业论文
1120,2.0,FORE130007.04,英语写作I(上)
1121,2.0,PHIL110020.01,当代艺术思想与艺术创作
1122,3.0,INFO110002.06,计算机网络与数据库
1123,3.0,270.007.1,细胞生物学
1124,1.0,PEDU110050.04,中国武术三段
1125,2.0,MECH119004.02,人类与社会多元文化
1126,2.0,270.001.1,植物学
1127,3.0,321.101.1,自动控制原理
1128,2.0,340.009.1,欧美金融史
1129,2.0,PHIL120002.03,哲学原典导读
1130,3.0,CHIN130001,古代汉语
1131,6.0,212.004.2,基础英语(下)
1132,3.0,222.005.2,有机化学A(下)
1133,3.5,229.007.1,材料力学
1134,1.5,BIOL130017,基因工程实验
1135,2.0,MUSE120001.01,考古学导论
1136,1.0,265.901.2,原著选读
1137,2.0,PHPM130021.01,医院获得性感染
1138,2.0,BIOL130025,普通生态学
1139,3.0,335.021.1,博物馆陈列设计
1140,3.5,356.225.1.01,疾病机制IA
1141,2.0,317.073.1.01,欧盟政治与对外关系
1142,2.0,ENGL110025.04,英美报刊选读
1143,3.0,268.017.1,外国经济史(学分3)
1144,3.0,315.013.1,中国经济思想史
1145,3.0,LAWS130012.01,商法
1146,2.0,CHIN130090.01,周作人散文精读
1147,3.0,341.006.1,金融市场
1148,2.0,372.094.1,面向对象技术
1149,3.0,212.002.1,欧美文学史上
1150,2.0,315.043.1,外国经济思想史
1151,2.0,334.008.1.01,组织社会学
1152,3.0,221.114.1,生物医学工程学基础
1153,4.0,127.005.4,专业汉语(四)
1154,2.0,PHIL130133,《论语》
1155,2.0,CHIN120001,文学原典导读
